Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Vestido,Dama,Verde,Casual,Marca C,1468.59,35,13,25,Deportes,Mujer,Buena
Falda,Caballero,Negro,Formal,Marca A,312.59,40,7,24,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Verde,Formal,Marca C,1094.83,43,8,26,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Negro,Deportivo,Marca A,1400.91,34,17,30,Ingeniería,Mujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca A,1050.6,43,17,22,Deportes,Hombre,Buena
Vestido,Dama,Verde,Casual,Marca C,790.06,40,1,28,Ingeniería,Mujer,Regular
Falda,Dama,Rojo,Formal,Marca D,256.73,44,14,21,Ingeniería,Hombre,Buena
Chaqueta,Dama,Verde,Casual,Marca D,320.98,45,17,26,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Blanco,Casual,Marca C,1302.89,35,15,27,Educación,Hombre,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca B,1540.9,40,13,25,Artes,Hombre,Buena
Pantalón,Caballero,Azul,Formal,Marca B,615.54,43,17,23,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Negro,Casual,Marca C,1395.11,41,9,24,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Rojo,Casual,Marca D,1465.97,45,8,23,Educación,Mujer,Regular
Falda,Caballero,Rojo,Formal,Marca C,1148.32,38,16,22,Deportes,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca A,767.11,45,11,24,Deportes,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca D,343.7,41,18,24,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Negro,Casual,Marca D,546.28,41,0,30,Artes,HombreMujer,Mala
Chaqueta,Caballero,Negro,Formal,Marca D,1835.75,44,0,21,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Azul,Casual,Marca D,277.05,39,2,28,Ciencias de la Salud,Mujer,Mala
Camisa,Caballero,Verde,Formal,Marca A,881.46,34,2,28,Artes,Mujer,Buena
Camisa,Dama,Blanco,Formal,Marca B,977.44,41,0,20,Artes,Mujer,Mala
Chaqueta,Caballero,Verde,Casual,Marca B,657.61,38,10,30,Deportes,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1599.98,38,15,27,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Azul,Casual,Marca A,860.85,39,1,24,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,808.24,40,14,24,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Verde,Casual,Marca C,604.12,41,11,30,Educación,Hombre,Mala
Chaqueta,Caballero,Blanco,Formal,Marca D,1993.56,38,4,29,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Rojo,Deportivo,Marca D,1952.3,37,18,26,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Rojo,Deportivo,Marca C,759.03,37,19,21,Ingeniería,Hombre,Buena
Vestido,Caballero,Rojo,Formal,Marca B,323.31,44,8,24,Ciencias de la Salud,Mujer,Regular
Vestido,Dama,Verde,Deportivo,Marca D,989.55,32,9,30,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Negro,Casual,Marca C,1750.76,34,13,20,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Negro,Deportivo,Marca D,345.34,32,18,22,Educación,Hombre,Regular
Chaqueta,Dama,Azul,Casual,Marca D,1539.58,37,7,23,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Blanco,Formal,Marca C,255.34,38,8,25,Ingeniería,Hombre,Mala
Vestido,Dama,Verde,Formal,Marca B,1503.87,37,8,29,Ingeniería,Hombre,Buena
Vestido,Caballero,Azul,Deportivo,Marca D,1641.56,32,14,25,Artes,HombreMujer,Buena
Chaqueta,Dama,Verde,Casual,Marca D,904.5,41,18,21,Ingeniería,HombreMujer,Regular
Falda,Caballero,Negro,Casual,Marca D,1634.76,42,10,25,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Azul,Casual,Marca A,1661.92,39,16,29,Artes,Hombre,Buena
Vestido,Dama,Blanco,Deportivo,Marca B,1988.88,36,1,22,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Caballero,Blanco,Deportivo,Marca A,536.71,42,1,24,Educación,HombreMujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca C,1934.21,41,17,29,Ingeniería,HombreMujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca A,1387.7,42,2,20,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca B,1949.75,34,2,28,Educación,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca A,1450.89,39,0,22,Ciencias de la Salud,HombreMujer,Buena
Camisa,Caballero,Rojo,Casual,Marca A,1340.54,32,1,26,Educación,HombreMujer,Regular
Camisa,Dama,Verde,Deportivo,Marca D,1413.36,40,11,23,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,1142.03,40,10,22,Artes,Hombre,Buena
Camisa,Dama,Verde,Casual,Marca B,1608.29,36,13,21,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca C,435.55,41,7,22,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca A,357.34,38,14,27,Deportes,HombreMujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca C,814.99,44,18,21,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca A,329.4,39,12,28,Deportes,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca A,664.85,36,14,27,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca B,801.98,35,14,30,Ingeniería,Mujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca D,531.16,37,15,21,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Negro,Casual,Marca B,1966.75,39,4,25,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Dama,Rojo,Casual,Marca B,1973.31,38,11,27,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Formal,Marca B,1082.38,40,14,25,Artes,HombreMujer,Regular
Vestido,Dama,Negro,Casual,Marca C,1627.16,44,7,29,Artes,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca B,1163.01,36,3,22,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Blanco,Casual,Marca A,251.82,39,15,20,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Blanco,Casual,Marca C,238.31,39,17,23,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca A,534.62,33,5,28,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Negro,Deportivo,Marca C,1004.7,36,12,28,Ingeniería,HombreMujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca C,1084.98,34,16,20,Deportes,Hombre,Mala
Chaqueta,Dama,Verde,Casual,Marca A,344.24,32,11,28,Deportes,Mujer,Buena
Camisa,Caballero,Blanco,Casual,Marca D,1593.97,40,0,30,Artes,Hombre,Regular
Camisa,Caballero,Verde,Formal,Marca B,266.69,45,14,25,Ciencias de la Salud,HombreMujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,571.47,36,8,20,Artes,Hombre,Regular
Chaqueta,Dama,Azul,Deportivo,Marca D,1546.63,38,0,24,Ingeniería,Hombre,Buena
Falda,Dama,Blanco,Deportivo,Marca A,447.52,44,1,30,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca A,802.63,42,18,24,Deportes,HombreMujer,Buena
Chaqueta,Dama,Verde,Casual,Marca A,1119.23,32,16,30,Artes,Hombre,Buena
Vestido,Dama,Rojo,Formal,Marca A,1086.72,41,11,22,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca B,272.16,33,8,22,Deportes,Hombre,Buena
Chaqueta,Caballero,Rojo,Formal,Marca C,1893.66,38,11,22,Artes,Mujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca B,1128.44,32,7,23,Deportes,HombreMujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,1919.99,38,0,22,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Rojo,Casual,Marca D,866.39,33,4,29,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca B,1242.89,45,19,21,Educación,Hombre,Buena
Vestido,Dama,Negro,Deportivo,Marca C,1308.37,36,17,28,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Caballero,Blanco,Deportivo,Marca B,221.05,45,13,22,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca C,1735.39,35,12,21,Educación,Hombre,Buena
Vestido,Dama,Azul,Formal,Marca D,1586.07,42,11,21,Deportes,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca C,1131.58,45,5,28,Deportes,Hombre,Buena
Falda,Caballero,Rojo,Deportivo,Marca B,1306.27,32,11,30,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Negro,Formal,Marca A,1589.62,43,14,21,Educación,Hombre,Regular
Falda,Caballero,Negro,Casual,Marca C,950.38,37,11,28,Deportes,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca B,1083.95,44,17,24,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Verde,Casual,Marca B,547.15,37,0,29,Deportes,HombreMujer,Regular
Camisa,Dama,Blanco,Formal,Marca A,418.02,43,6,23,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca A,472.94,38,9,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca D,439.68,33,0,29,Ingeniería,Hombre,Mala
Vestido,Caballero,Rojo,Formal,Marca B,1292.55,42,12,30,Educación,Hombre,Buena
Vestido,Dama,Rojo,Deportivo,Marca A,405.26,44,5,21,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Azul,Casual,Marca B,1091.21,37,9,24,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca D,1411.3,45,10,25,Artes,HombreMujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca D,841.34,43,13,21,Educación,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca B,606.01,42,13,21,Educación,Hombre,Buena
Vestido,Caballero,Verde,Formal,Marca C,1592.97,37,0,28,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Caballero,Verde,Formal,Marca C,741.37,37,6,24,Ingeniería,Mujer,Mala
Camisa,Caballero,Negro,Formal,Marca A,1156.09,34,11,22,Artes,Mujer,Regular
Camisa,Caballero,Azul,Casual,Marca C,324.02,44,0,27,Ingeniería,Hombre,Regular
Falda,Caballero,Azul,Deportivo,Marca C,1853.68,44,8,20,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Dama,Rojo,Deportivo,Marca A,1196.77,38,10,25,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Casual,Marca D,1683.18,40,10,20,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Negro,Deportivo,Marca B,1948.46,44,18,27,Deportes,Hombre,Mala
Pantalón,Dama,Blanco,Casual,Marca B,391.03,42,9,21,Artes,HombreMujer,Regular
Falda,Dama,Rojo,Formal,Marca B,1937.78,32,13,27,Educación,Mujer,Buena
Vestido,Caballero,Rojo,Casual,Marca D,1722.19,37,3,23,Deportes,Mujer,Buena
Camisa,Dama,Rojo,Casual,Marca D,452.03,42,9,29,Artes,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca A,689.86,39,2,29,Deportes,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca D,522.74,42,5,27,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Negro,Casual,Marca B,1470.8,37,18,20,Deportes,Hombre,Mala
Camisa,Caballero,Rojo,Formal,Marca B,1628.43,36,5,24,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Negro,Formal,Marca B,1797.04,39,11,23,Educación,Mujer,Buena
Vestido,Caballero,Verde,Formal,Marca B,1724.66,43,1,30,Artes,Hombre,Mala
Camisa,Dama,Negro,Casual,Marca C,862.03,36,0,20,Educación,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca A,1526.81,40,0,27,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Verde,Deportivo,Marca D,1124.85,40,4,26,Ingeniería,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca B,943.75,33,7,24,Artes,Mujer,Buena
Falda,Caballero,Verde,Deportivo,Marca B,896.64,39,10,20,Educación,Mujer,Buena
Chaqueta,Dama,Blanco,Casual,Marca D,235.35,41,9,20,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca C,1513.62,44,2,27,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Azul,Formal,Marca B,650.13,43,14,28,Ingeniería,Hombre,Buena
Pantalón,Dama,Azul,Deportivo,Marca A,836.83,37,4,25,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,700.94,38,8,20,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Rojo,Formal,Marca A,1449.04,40,15,23,Artes,Mujer,Buena
Pantalón,Dama,Negro,Casual,Marca B,826.46,34,18,26,Artes,Hombre,Buena
Vestido,Dama,Blanco,Casual,Marca D,1747.37,37,10,29,Artes,Hombre,Buena
Camisa,Caballero,Blanco,Casual,Marca C,1132.39,32,11,27,Educación,Hombre,Regular
Falda,Dama,Negro,Casual,Marca A,601.2,43,17,21,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Blanco,Casual,Marca B,565.36,41,0,20,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Dama,Azul,Deportivo,Marca D,566.82,37,18,21,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca B,301.44,35,4,24,Ingeniería,Hombre,Buena
Camisa,Caballero,Blanco,Casual,Marca C,867.43,33,14,25,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Azul,Casual,Marca C,1866.57,38,12,25,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Formal,Marca B,1980.47,32,7,27,Ingeniería,Hombre,Regular
Vestido,Dama,Azul,Deportivo,Marca A,532.08,35,9,21,Educación,Hombre,Regular
Falda,Caballero,Verde,Casual,Marca A,1857.45,44,18,27,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca B,1666.05,42,2,26,Educación,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca B,1316.71,35,13,28,Ciencias de la Salud,Mujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca A,457.16,38,19,24,Deportes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca A,1503,33,19,27,Ingeniería,Hombre,Buena
Falda,Dama,Azul,Deportivo,Marca D,372.2,36,18,30,Educación,Hombre,Regular
Camisa,Dama,Rojo,Deportivo,Marca A,761.19,35,8,29,Artes,Hombre,Buena
Vestido,Caballero,Negro,Formal,Marca C,1294.49,42,6,27,Deportes,Hombre,Buena
Chaqueta,Dama,Verde,Deportivo,Marca A,1780.62,33,16,28,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Casual,Marca A,1843.43,41,9,30,Artes,Mujer,Regular
Vestido,Caballero,Azul,Formal,Marca D,1725.94,39,4,22,Ciencias de la Salud,Hombre,Mala
Falda,Dama,Negro,Deportivo,Marca D,971.7,32,16,24,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Azul,Formal,Marca B,574.99,41,18,23,Ingeniería,Mujer,Buena
Camisa,Dama,Rojo,Deportivo,Marca C,789.21,35,12,29,Deportes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca A,1631.08,42,2,29,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Verde,Formal,Marca B,573.22,37,19,24,Ingeniería,Hombre,Mala
Falda,Dama,Rojo,Deportivo,Marca B,681.49,43,1,23,Educación,Hombre,Buena
Camisa,Caballero,Azul,Casual,Marca B,1136.75,41,2,30,Ingeniería,HombreMujer,Buena
Camisa,Dama,Blanco,Casual,Marca A,346.78,37,16,22,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca A,201.85,41,18,25,Ingeniería,Mujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca A,813.43,45,10,30,Ingeniería,Hombre,Buena
Falda,Dama,Verde,Deportivo,Marca C,472.91,39,12,28,Educación,HombreMujer,Regular
Falda,Caballero,Verde,Formal,Marca A,235.41,34,4,27,Educación,HombreMujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca A,1385.05,42,6,25,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca B,1324.57,40,6,20,Ingeniería,Mujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca D,1437.23,38,10,21,Deportes,Hombre,Buena
Camisa,Caballero,Blanco,Deportivo,Marca D,1277.2,35,3,21,Artes,Mujer,Mala
Chaqueta,Caballero,Blanco,Casual,Marca A,1845.43,43,11,26,Ingeniería,Hombre,Buena
Chaqueta,Dama,Negro,Deportivo,Marca C,1367.96,37,4,25,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca D,291.34,36,7,30,Artes,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca D,1953.35,44,12,24,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Verde,Casual,Marca D,233.79,33,8,30,Deportes,Hombre,Buena
Pantalón,Dama,Rojo,Casual,Marca B,362.76,37,9,22,Deportes,Mujer,Mala
Vestido,Dama,Rojo,Formal,Marca A,781.77,37,15,29,Ciencias de la Salud,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,506.2,34,16,25,Educación,Mujer,Mala
Pantalón,Dama,Blanco,Casual,Marca B,1422.1,43,9,22,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Negro,Deportivo,Marca C,990.89,40,2,27,Deportes,HombreMujer,Buena
Vestido,Dama,Verde,Formal,Marca C,375.21,44,9,29,Ingeniería,HombreMujer,Buena
Camisa,Dama,Negro,Deportivo,Marca C,1060.32,37,10,30,Educación,Mujer,Regular
Vestido,Dama,Negro,Casual,Marca A,1097.62,41,15,28,Deportes,HombreMujer,Buena
Camisa,Dama,Blanco,Formal,Marca A,585.54,35,3,27,Deportes,Mujer,Buena
Pantalón,Dama,Azul,Formal,Marca B,1566.05,32,12,20,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Formal,Marca C,1302.07,43,3,28,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Azul,Formal,Marca B,486.39,38,14,30,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca D,1159.28,36,18,20,Artes,Hombre,Buena
Chaqueta,Dama,Verde,Casual,Marca A,1521.97,39,12,25,Deportes,Mujer,Buena
Falda,Dama,Verde,Formal,Marca C,833.92,39,0,24,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Blanco,Formal,Marca D,1793.14,37,12,23,Ingeniería,Mujer,Buena
Falda,Dama,Rojo,Formal,Marca D,567.46,41,19,28,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Negro,Deportivo,Marca B,1389.86,42,17,29,Ingeniería,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca B,562.44,42,0,28,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1138.42,36,5,29,Educación,Hombre,Regular
Camisa,Caballero,Negro,Formal,Marca A,999.16,42,17,27,Ciencias de la Salud,Hombre,Regular
Chaqueta,Dama,Rojo,Formal,Marca D,1679.76,43,2,30,Ciencias de la Salud,Mujer,Regular
Vestido,Caballero,Blanco,Formal,Marca B,469.44,40,9,30,Ingeniería,Hombre,Buena
Pantalón,Caballero,Azul,Casual,Marca C,1904.23,36,16,22,Artes,Mujer,Mala
Chaqueta,Dama,Rojo,Formal,Marca C,560.15,42,16,21,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Negro,Casual,Marca B,1633.58,45,0,25,Educación,HombreMujer,Buena
Camisa,Dama,Verde,Casual,Marca D,648.97,36,8,26,Deportes,Hombre,Buena
Camisa,Dama,Rojo,Formal,Marca A,890.37,35,10,21,Ciencias de la Salud,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca B,1604.65,36,9,26,Ingeniería,Hombre,Regular
Vestido,Dama,Azul,Deportivo,Marca D,1753.82,36,7,27,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca B,1926.47,32,7,26,Artes,HombreMujer,Buena
Vestido,Dama,Verde,Deportivo,Marca D,1596.96,32,12,28,Artes,Hombre,Buena
Falda,Caballero,Verde,Casual,Marca D,966.41,36,2,24,Deportes,HombreMujer,Regular
Vestido,Caballero,Blanco,Casual,Marca A,284.04,38,15,28,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Negro,Formal,Marca D,1796.59,38,8,21,Ingeniería,Hombre,Buena
Chaqueta,Dama,Verde,Casual,Marca D,252.8,39,1,29,Ingeniería,Mujer,Mala
Falda,Dama,Azul,Deportivo,Marca B,744.44,41,16,24,Deportes,Hombre,Mala
Falda,Caballero,Rojo,Casual,Marca B,1116.62,32,19,23,Deportes,Hombre,Buena
Falda,Caballero,Verde,Formal,Marca D,1846.76,41,13,21,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Azul,Formal,Marca D,1905.34,42,13,28,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Negro,Casual,Marca A,1377.31,37,18,24,Artes,Mujer,Buena
Pantalón,Caballero,Azul,Deportivo,Marca C,1406.78,39,6,21,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca D,1359.44,37,12,25,Educación,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca B,1616.58,33,10,25,Deportes,Hombre,Buena
Vestido,Dama,Blanco,Deportivo,Marca D,1686.81,36,8,28,Artes,HombreMujer,Buena
Pantalón,Dama,Verde,Formal,Marca B,1342.5,43,8,20,Artes,HombreMujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca C,1356.57,33,8,22,Ciencias de la Salud,HombreMujer,Mala
Chaqueta,Caballero,Verde,Formal,Marca A,605.12,43,17,30,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Rojo,Formal,Marca C,1677.75,35,18,29,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,689.78,35,10,22,Artes,Mujer,Regular
Camisa,Dama,Negro,Deportivo,Marca B,1955.83,37,4,24,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Deportivo,Marca A,399.82,35,17,23,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Verde,Casual,Marca D,847.36,40,16,24,Deportes,Mujer,Regular
Vestido,Dama,Negro,Deportivo,Marca B,273.54,43,19,23,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Verde,Formal,Marca B,1291.4,39,13,24,Artes,Hombre,Regular
Chaqueta,Dama,Blanco,Formal,Marca B,1591.96,45,0,29,Ciencias de la Salud,Hombre,Regular
Camisa,Caballero,Azul,Formal,Marca C,672.32,43,13,25,Ingeniería,Mujer,Mala
Falda,Caballero,Rojo,Formal,Marca C,372.78,32,4,29,Artes,Mujer,Buena
Vestido,Caballero,Blanco,Formal,Marca C,719.66,39,9,26,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Negro,Casual,Marca A,1644.88,43,10,21,Deportes,Mujer,Buena
Pantalón,Dama,Verde,Casual,Marca D,875.71,43,9,29,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca D,993.3,37,4,21,Educación,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca D,1312.47,32,8,23,Ingeniería,Mujer,Buena
Falda,Caballero,Blanco,Formal,Marca B,884.75,32,14,29,Educación,Hombre,Mala
Vestido,Dama,Rojo,Casual,Marca C,1959.37,37,19,23,Artes,Mujer,Mala
Chaqueta,Caballero,Rojo,Formal,Marca B,601.67,37,0,29,Ciencias de la Salud,HombreMujer,Mala
Vestido,Caballero,Negro,Deportivo,Marca C,1999.08,41,2,30,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Blanco,Casual,Marca D,530.43,39,6,22,Educación,Hombre,Regular
Falda,Caballero,Rojo,Deportivo,Marca D,1088.63,32,3,30,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Verde,Deportivo,Marca B,1159.52,43,18,29,Educación,Mujer,Buena
Camisa,Dama,Verde,Formal,Marca D,774.45,43,14,22,Educación,Hombre,Mala
Pantalón,Caballero,Azul,Deportivo,Marca A,1962.21,38,7,21,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca D,895.72,38,11,21,Ingeniería,Mujer,Regular
Pantalón,Dama,Azul,Casual,Marca D,684.31,41,10,23,Artes,Hombre,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca A,1305.33,39,2,25,Deportes,Hombre,Regular
Vestido,Caballero,Verde,Casual,Marca B,423.2,35,16,24,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Rojo,Casual,Marca A,432.57,45,13,24,Deportes,Hombre,Regular
Vestido,Dama,Negro,Formal,Marca B,435.04,38,19,20,Educación,Hombre,Buena
Pantalón,Dama,Verde,Deportivo,Marca B,1963.53,38,16,25,Deportes,Hombre,Regular
Camisa,Dama,Negro,Deportivo,Marca D,280.77,33,5,26,Educación,Mujer,Mala
Pantalón,Caballero,Verde,Deportivo,Marca B,906.34,36,1,22,Ingeniería,Hombre,Regular
Vestido,Dama,Azul,Casual,Marca C,699.71,38,19,21,Educación,Mujer,Buena
Camisa,Caballero,Verde,Formal,Marca C,1994.51,40,4,26,Artes,Mujer,Regular
Falda,Dama,Negro,Deportivo,Marca D,1022.52,42,5,23,Educación,Mujer,Regular
Pantalón,Dama,Rojo,Casual,Marca C,283.85,38,10,22,Ingeniería,Hombre,Buena
Camisa,Caballero,Azul,Casual,Marca B,1254.61,43,11,30,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Blanco,Deportivo,Marca C,1203.81,37,12,29,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca C,1581.92,32,6,30,Educación,Mujer,Buena
Chaqueta,Dama,Azul,Formal,Marca B,570.9,41,7,26,Educación,HombreMujer,Mala
Falda,Dama,Rojo,Deportivo,Marca B,1427.54,36,3,21,Deportes,Mujer,Regular
Falda,Dama,Negro,Casual,Marca C,1114.62,36,13,20,Ingeniería,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca B,1072.42,42,12,30,Educación,Mujer,Mala
Pantalón,Caballero,Rojo,Deportivo,Marca B,1201.34,41,10,24,Deportes,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca A,904.83,33,15,27,Educación,Hombre,Buena
Pantalón,Dama,Blanco,Formal,Marca C,513.21,38,0,20,Artes,Mujer,Buena
