ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
4096,2024-05-17,23,Casado/a,Foráneo,81.87,71.35,8,3,17,Alto,9123,Sí,Sí,Moderado,Alta,Regulares,Sí,Regular,Introvertido,Media,6,Buena,Sí,1,Privada,13.8,No,No
4097,2024-05-03,22,Soltero/a,Foráneo,91.72,99.62,2,0,20,Medio,15755,No,No,Moderado,Media,Buenas,No,Mala,Introvertido,Alta,4,Buena,No,3,Privada,12.25,No,Sí
4098,2024-04-10,20,Unión Libre,Foráneo,92.78,98.31,5,0,4,Alto,16261,Sí,No,Débil,Alta,Regulares,No,Mala,Introvertido,Media,5,Mala,No,3,Pública,18.39,Sí,Sí
4099,2024-02-16,22,Casado/a,Foráneo,85.48,63.45,2,0,19,Alto,11631,Sí,No,Débil,Baja,Conflictivas,No,Buena,Extrovertido,Alta,9,Buena,No,1,Pública,23.75,No,No
4100,2024-04-07,24,Casado/a,Foráneo,88.62,66.09,10,3,14,Bajo,8772,Sí,Sí,Fuerte,Baja,Conflictivas,Sí,Buena,Introvertido,Media,8,Regular,Sí,2,Pública,17.12,No,No
4101,2024-02-20,22,Unión Libre,Local,99.78,69.51,3,5,11,Medio,7118,No,No,Fuerte,Alta,Buenas,No,Buena,Extrovertido,Alta,7,Mala,Sí,3,Pública,32.09,Sí,Sí
4102,2024-03-19,22,Unión Libre,Local,54.84,86.85,10,3,16,Medio,19922,No,No,Débil,Media,Buenas,Sí,Regular,Introvertido,Alta,7,Mala,No,2,Privada,36.15,No,No
4103,2024-04-16,25,Unión Libre,Local,84.72,62.14,1,3,13,Alto,12533,No,No,Débil,Media,Regulares,No,Mala,Extrovertido,Media,6,Regular,No,4,Pública,7.73,No,Sí
4104,2024-01-30,19,Soltero/a,Local,76.9,74.46,10,1,6,Alto,18357,Sí,No,Fuerte,Alta,Buenas,No,Buena,Introvertido,Baja,10,Buena,Sí,0,Privada,41.52,No,Sí
4105,2024-03-08,19,Casado/a,Local,90.71,72.64,9,3,2,Medio,9948,No,Sí,Moderado,Baja,Regulares,Sí,Regular,Extrovertido,Baja,4,Regular,No,3,Pública,5.39,No,Sí
4106,2024-03-12,19,Casado/a,Foráneo,66.77,77.73,1,2,19,Alto,16427,Sí,No,Débil,Alta,Conflictivas,Sí,Mala,Extrovertido,Alta,7,Regular,No,2,Privada,42.5,No,Sí
4107,2024-04-19,18,Soltero/a,Local,56.37,69.89,2,1,5,Bajo,8660,No,No,Fuerte,Baja,Buenas,No,Mala,Extrovertido,Alta,5,Mala,Sí,0,Pública,23.96,No,Sí
4108,2024-05-25,21,Soltero/a,Local,72.86,74.94,2,0,8,Bajo,17503,Sí,No,Moderado,Alta,Buenas,Sí,Regular,Introvertido,Baja,8,Regular,No,1,Pública,34.27,No,Sí
4109,2024-03-01,22,Soltero/a,Foráneo,79.42,62.3,2,1,7,Medio,6707,No,No,Moderado,Media,Regulares,No,Mala,Extrovertido,Baja,4,Regular,Sí,5,Pública,46.33,Sí,Sí
4110,2024-05-14,23,Unión Libre,Local,55.6,76.56,8,0,17,Alto,11059,No,Sí,Débil,Alta,Conflictivas,No,Regular,Extrovertido,Media,7,Mala,Sí,0,Pública,7.57,Sí,No
4111,2024-04-01,24,Soltero/a,Local,82.66,97.89,9,5,18,Medio,11415,Sí,No,Débil,Media,Regulares,Sí,Mala,Extrovertido,Alta,8,Buena,Sí,5,Privada,21.39,No,Sí
4112,2024-02-04,18,Unión Libre,Local,76.21,66.37,9,1,11,Bajo,9815,No,No,Débil,Baja,Conflictivas,No,Buena,Introvertido,Media,6,Regular,Sí,2,Privada,35.82,Sí,No
4113,2024-05-11,21,Unión Libre,Foráneo,71.18,69.25,8,1,7,Alto,18670,Sí,No,Débil,Alta,Regulares,Sí,Buena,Introvertido,Alta,10,Mala,No,0,Pública,47.71,Sí,No
4114,2024-05-26,23,Casado/a,Local,84.18,55.69,7,0,9,Bajo,15822,No,No,Moderado,Baja,Conflictivas,Sí,Buena,Introvertido,Alta,4,Regular,Sí,4,Pública,20.28,Sí,No
4115,2024-01-12,22,Casado/a,Local,90.81,63.97,4,5,16,Bajo,8309,Sí,No,Moderado,Media,Conflictivas,Sí,Mala,Introvertido,Alta,8,Mala,No,3,Pública,33.27,Sí,No
4116,2024-04-15,24,Unión Libre,Local,66.76,88.53,3,5,13,Alto,6070,No,Sí,Moderado,Media,Buenas,Sí,Mala,Introvertido,Media,9,Mala,Sí,2,Privada,14.75,No,No
4117,2024-02-25,19,Soltero/a,Local,71.47,79.21,7,2,17,Alto,13236,No,No,Débil,Baja,Buenas,No,Buena,Introvertido,Alta,5,Mala,No,3,Privada,43.7,No,No
4118,2024-01-21,23,Casado/a,Local,84.0,63.12,10,2,15,Alto,11460,No,No,Moderado,Media,Conflictivas,Sí,Regular,Introvertido,Baja,4,Buena,No,4,Pública,43.31,Sí,No
4119,2024-02-27,23,Unión Libre,Foráneo,81.81,74.34,9,4,1,Bajo,9117,No,Sí,Débil,Media,Buenas,Sí,Buena,Extrovertido,Alta,5,Regular,Sí,3,Pública,28.06,Sí,Sí
4120,2024-06-07,24,Unión Libre,Foráneo,85.29,94.79,8,0,5,Bajo,3055,No,No,Moderado,Baja,Conflictivas,Sí,Regular,Extrovertido,Alta,6,Mala,No,0,Privada,38.82,Sí,No
4121,2024-01-15,21,Unión Libre,Foráneo,95.53,56.47,2,3,20,Alto,14941,No,Sí,Fuerte,Baja,Buenas,No,Mala,Introvertido,Baja,5,Mala,Sí,4,Privada,25.86,Sí,No
4122,2024-04-29,25,Soltero/a,Foráneo,78.42,88.76,2,5,11,Medio,9226,No,No,Débil,Baja,Regulares,No,Mala,Introvertido,Baja,9,Regular,No,0,Pública,28.65,Sí,No
4123,2024-04-09,21,Casado/a,Local,77.75,91.11,7,3,4,Bajo,17378,No,Sí,Moderado,Alta,Regulares,Sí,Regular,Introvertido,Media,5,Regular,Sí,4,Pública,26.2,No,No
4124,2024-02-22,24,Unión Libre,Local,80.0,64.01,4,2,18,Alto,13102,Sí,Sí,Fuerte,Alta,Regulares,No,Mala,Introvertido,Media,5,Regular,Sí,5,Pública,37.71,No,Sí
4125,2024-05-26,22,Unión Libre,Foráneo,74.43,82.38,5,1,15,Bajo,10783,Sí,Sí,Débil,Alta,Regulares,Sí,Mala,Extrovertido,Media,6,Regular,No,1,Pública,11.46,Sí,No
4126,2024-02-04,22,Unión Libre,Local,55.35,90.44,3,4,16,Alto,11396,No,No,Débil,Media,Buenas,Sí,Mala,Extrovertido,Baja,8,Mala,Sí,0,Pública,46.74,No,No
4127,2024-04-12,18,Soltero/a,Foráneo,88.38,62.77,3,4,12,Alto,3153,No,No,Débil,Baja,Regulares,No,Regular,Introvertido,Media,5,Buena,No,4,Privada,41.02,No,Sí
4128,2024-04-08,24,Casado/a,Local,68.33,94.36,3,2,7,Medio,11473,Sí,No,Débil,Alta,Regulares,Sí,Mala,Introvertido,Baja,9,Buena,Sí,1,Pública,8.64,Sí,Sí
4129,2024-04-08,24,Soltero/a,Local,69.18,92.45,7,2,19,Bajo,12901,Sí,No,Moderado,Baja,Regulares,Sí,Mala,Introvertido,Alta,9,Buena,Sí,5,Privada,25.87,No,No
4130,2024-01-19,19,Casado/a,Local,80.55,67.56,3,1,19,Bajo,5200,No,Sí,Moderado,Media,Regulares,Sí,Buena,Extrovertido,Alta,4,Regular,No,3,Pública,24.89,Sí,Sí
4131,2024-03-13,20,Unión Libre,Local,90.74,99.02,10,4,1,Medio,19361,No,Sí,Fuerte,Baja,Regulares,Sí,Regular,Introvertido,Media,10,Buena,Sí,5,Pública,38.46,Sí,No
4132,2024-06-16,20,Casado/a,Foráneo,81.13,79.11,1,0,4,Bajo,19280,Sí,No,Fuerte,Alta,Regulares,No,Regular,Introvertido,Alta,5,Buena,No,5,Pública,10.25,Sí,No
4133,2024-02-29,19,Casado/a,Foráneo,81.22,85.24,3,4,14,Medio,13214,No,Sí,Moderado,Media,Conflictivas,Sí,Mala,Extrovertido,Baja,8,Mala,Sí,4,Pública,17.11,Sí,No
4134,2024-05-07,22,Unión Libre,Local,68.47,84.81,6,4,20,Medio,8350,Sí,Sí,Fuerte,Baja,Conflictivas,No,Regular,Extrovertido,Alta,10,Buena,No,0,Privada,38.19,Sí,No
4135,2024-06-08,25,Unión Libre,Foráneo,71.91,94.73,5,2,1,Alto,15756,No,No,Débil,Media,Conflictivas,Sí,Regular,Introvertido,Baja,10,Mala,Sí,5,Privada,30.56,Sí,Sí
4136,2024-03-27,18,Casado/a,Foráneo,69.38,56.28,7,1,14,Bajo,17158,No,No,Moderado,Baja,Conflictivas,Sí,Regular,Extrovertido,Media,7,Regular,Sí,4,Pública,23.79,Sí,No
4137,2024-06-24,25,Casado/a,Foráneo,58.76,77.02,6,0,14,Medio,6290,No,Sí,Fuerte,Media,Conflictivas,Sí,Regular,Introvertido,Alta,10,Regular,No,1,Pública,15.49,Sí,Sí
4138,2024-03-04,24,Soltero/a,Local,66.92,84.46,9,5,18,Medio,8154,Sí,No,Moderado,Media,Regulares,Sí,Buena,Extrovertido,Alta,4,Buena,No,2,Privada,22.84,No,Sí
4139,2024-01-25,18,Casado/a,Local,80.14,88.83,8,4,8,Alto,7471,Sí,No,Fuerte,Baja,Conflictivas,No,Regular,Introvertido,Media,8,Regular,Sí,1,Pública,13.29,Sí,No
4140,2024-05-07,18,Casado/a,Local,57.43,98.66,1,1,7,Medio,5979,Sí,No,Fuerte,Baja,Buenas,Sí,Buena,Extrovertido,Alta,4,Regular,No,1,Pública,19.16,Sí,Sí
4141,2024-03-09,21,Casado/a,Foráneo,65.97,84.11,2,2,15,Alto,7166,Sí,No,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Media,10,Regular,Sí,4,Pública,49.05,No,No
4142,2024-06-20,24,Unión Libre,Foráneo,96.72,69.14,1,1,14,Medio,13031,Sí,No,Fuerte,Alta,Conflictivas,Sí,Buena,Introvertido,Alta,9,Regular,No,5,Pública,9.83,No,No
4143,2024-04-14,18,Casado/a,Local,75.75,77.46,2,0,7,Bajo,7737,No,No,Moderado,Baja,Buenas,No,Mala,Extrovertido,Baja,9,Mala,No,1,Privada,22.5,Sí,Sí
4144,2024-01-01,23,Unión Libre,Local,87.39,51.97,4,4,11,Medio,18665,Sí,No,Fuerte,Alta,Buenas,Sí,Regular,Introvertido,Baja,4,Buena,Sí,2,Privada,18.79,Sí,No
4145,2024-02-20,19,Unión Libre,Foráneo,59.46,96.66,2,0,1,Medio,7313,Sí,Sí,Fuerte,Baja,Regulares,Sí,Mala,Introvertido,Media,4,Regular,Sí,3,Pública,29.35,No,No
4146,2024-04-04,21,Casado/a,Foráneo,85.28,57.29,2,5,18,Medio,15122,Sí,Sí,Débil,Alta,Regulares,No,Mala,Introvertido,Alta,5,Buena,Sí,4,Pública,7.58,Sí,No
4147,2024-06-07,25,Unión Libre,Foráneo,56.77,65.04,10,1,6,Alto,6659,No,No,Débil,Alta,Buenas,Sí,Mala,Introvertido,Alta,6,Buena,Sí,5,Privada,40.96,Sí,No
4148,2024-06-06,22,Soltero/a,Local,88.57,50.76,3,3,11,Alto,19101,Sí,No,Moderado,Baja,Buenas,No,Mala,Introvertido,Media,8,Buena,No,4,Privada,11.39,Sí,No
4149,2024-06-20,25,Soltero/a,Foráneo,74.69,51.46,2,2,6,Alto,10109,Sí,Sí,Débil,Media,Buenas,Sí,Mala,Introvertido,Baja,5,Buena,Sí,0,Privada,28.49,Sí,Sí
4150,2024-04-24,24,Unión Libre,Foráneo,74.98,94.76,3,5,19,Bajo,8988,Sí,No,Fuerte,Baja,Conflictivas,No,Mala,Extrovertido,Media,6,Buena,No,2,Privada,40.4,Sí,Sí
4151,2024-06-20,22,Casado/a,Foráneo,89.11,55.97,1,3,4,Alto,4770,No,Sí,Moderado,Media,Regulares,No,Mala,Introvertido,Baja,8,Mala,Sí,4,Privada,40.8,No,No
4152,2024-04-23,21,Casado/a,Foráneo,89.51,82.13,7,0,12,Alto,3610,No,No,Fuerte,Media,Regulares,No,Buena,Introvertido,Alta,10,Mala,No,5,Privada,47.43,Sí,Sí
4153,2024-06-07,18,Soltero/a,Foráneo,73.41,65.31,7,1,15,Bajo,9862,Sí,No,Fuerte,Baja,Regulares,Sí,Regular,Introvertido,Media,9,Buena,No,0,Pública,9.09,Sí,No
4154,2024-02-11,19,Casado/a,Local,61.6,96.52,5,3,10,Medio,17667,No,No,Débil,Alta,Regulares,No,Buena,Extrovertido,Media,9,Buena,Sí,3,Pública,33.73,No,Sí
4155,2024-01-29,19,Soltero/a,Foráneo,89.17,65.53,3,3,7,Alto,19418,No,No,Moderado,Media,Conflictivas,No,Regular,Introvertido,Baja,10,Mala,Sí,2,Privada,24.39,No,Sí
4156,2024-01-06,23,Unión Libre,Foráneo,58.33,66.51,7,0,8,Alto,13889,Sí,Sí,Fuerte,Baja,Buenas,Sí,Regular,Introvertido,Alta,7,Regular,No,2,Privada,3.97,Sí,Sí
4157,2024-04-10,23,Unión Libre,Foráneo,55.38,60.33,1,5,8,Bajo,5396,No,Sí,Fuerte,Alta,Regulares,No,Regular,Introvertido,Media,5,Regular,Sí,0,Privada,19.62,Sí,No
4158,2024-01-10,18,Casado/a,Local,79.33,83.64,2,3,15,Bajo,19540,No,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Introvertido,Baja,9,Regular,Sí,0,Privada,20.86,Sí,Sí
4159,2024-03-10,20,Casado/a,Local,83.49,94.69,6,0,3,Alto,15639,No,Sí,Fuerte,Alta,Regulares,Sí,Buena,Introvertido,Alta,6,Buena,No,0,Privada,3.64,No,Sí
4160,2024-05-08,23,Unión Libre,Local,95.6,99.34,10,5,13,Alto,16311,Sí,Sí,Fuerte,Alta,Regulares,No,Mala,Extrovertido,Baja,10,Regular,Sí,4,Privada,4.78,Sí,Sí
4161,2024-05-31,19,Soltero/a,Local,85.33,54.01,4,4,12,Alto,7770,Sí,No,Moderado,Media,Buenas,Sí,Buena,Extrovertido,Media,4,Buena,No,1,Pública,46.43,No,Sí
4162,2024-03-15,23,Unión Libre,Foráneo,75.0,90.97,4,0,8,Alto,9840,No,Sí,Moderado,Baja,Regulares,Sí,Buena,Introvertido,Baja,9,Buena,Sí,2,Privada,34.53,Sí,No
4163,2024-03-06,23,Casado/a,Foráneo,98.74,80.8,10,3,3,Alto,19737,Sí,Sí,Moderado,Baja,Conflictivas,No,Buena,Introvertido,Media,9,Mala,No,0,Privada,20.45,No,No
4164,2024-03-29,22,Unión Libre,Local,80.27,83.46,2,1,16,Bajo,4907,Sí,No,Débil,Baja,Buenas,No,Buena,Introvertido,Baja,10,Mala,Sí,0,Privada,37.33,No,No
4165,2024-01-11,19,Casado/a,Foráneo,73.42,70.17,9,0,2,Alto,19865,No,Sí,Moderado,Alta,Buenas,Sí,Mala,Introvertido,Alta,6,Regular,Sí,2,Pública,28.84,No,Sí
4166,2024-06-20,22,Casado/a,Local,56.22,76.05,6,1,1,Medio,7631,Sí,Sí,Débil,Alta,Regulares,No,Buena,Introvertido,Media,10,Regular,No,5,Privada,17.79,Sí,Sí
4167,2024-05-14,21,Unión Libre,Foráneo,57.15,92.82,9,5,15,Alto,12731,No,No,Moderado,Baja,Buenas,No,Buena,Introvertido,Media,8,Mala,Sí,0,Pública,34.2,No,Sí
4168,2024-01-26,21,Unión Libre,Local,64.53,92.59,3,3,1,Alto,17037,No,No,Débil,Baja,Buenas,Sí,Regular,Extrovertido,Media,10,Regular,No,1,Pública,35.73,Sí,Sí
4169,2024-04-20,25,Unión Libre,Foráneo,67.37,64.82,1,0,13,Medio,4230,No,Sí,Débil,Media,Regulares,Sí,Regular,Introvertido,Alta,8,Regular,Sí,0,Privada,15.83,No,No
4170,2024-05-10,18,Casado/a,Foráneo,65.94,93.7,9,5,5,Alto,9567,No,Sí,Débil,Alta,Buenas,No,Mala,Introvertido,Media,7,Regular,Sí,2,Pública,29.45,No,Sí
4171,2024-02-18,23,Soltero/a,Foráneo,54.79,71.24,3,1,17,Alto,6407,Sí,Sí,Moderado,Alta,Buenas,Sí,Mala,Introvertido,Media,7,Buena,No,3,Pública,41.19,Sí,No
4172,2024-04-27,22,Soltero/a,Foráneo,83.16,59.9,7,0,16,Medio,7220,Sí,Sí,Fuerte,Baja,Conflictivas,No,Regular,Introvertido,Alta,5,Regular,No,3,Privada,37.22,No,No
4173,2024-04-05,25,Soltero/a,Foráneo,96.84,55.26,9,5,6,Alto,6284,No,Sí,Moderado,Alta,Regulares,Sí,Regular,Extrovertido,Alta,9,Mala,No,0,Privada,32.85,No,Sí
4174,2024-06-23,20,Unión Libre,Local,75.28,71.0,3,1,19,Alto,9012,Sí,Sí,Débil,Baja,Buenas,No,Regular,Extrovertido,Baja,5,Regular,Sí,2,Privada,37.77,No,Sí
4175,2024-03-07,18,Soltero/a,Local,82.26,88.66,2,2,13,Alto,17837,No,Sí,Débil,Media,Regulares,Sí,Buena,Introvertido,Baja,5,Regular,No,5,Pública,16.01,No,Sí
4176,2024-05-11,19,Unión Libre,Foráneo,61.53,76.69,5,1,5,Bajo,9938,Sí,No,Fuerte,Alta,Regulares,No,Regular,Introvertido,Media,10,Mala,No,5,Privada,8.77,Sí,Sí
4177,2024-05-21,23,Unión Libre,Foráneo,51.62,99.01,2,3,15,Medio,10487,Sí,Sí,Fuerte,Alta,Buenas,No,Buena,Extrovertido,Baja,8,Regular,No,2,Privada,31.78,Sí,No
4178,2024-05-20,21,Soltero/a,Local,80.55,88.74,1,0,4,Medio,10292,Sí,No,Fuerte,Baja,Conflictivas,Sí,Regular,Extrovertido,Media,9,Buena,No,5,Privada,47.75,No,No
4179,2024-05-17,21,Casado/a,Foráneo,86.35,89.02,9,1,1,Medio,8671,Sí,Sí,Débil,Baja,Conflictivas,No,Buena,Extrovertido,Baja,4,Regular,No,1,Privada,21.48,No,Sí
4180,2024-05-04,18,Unión Libre,Local,92.51,94.57,8,0,17,Alto,12802,No,Sí,Fuerte,Media,Conflictivas,Sí,Buena,Extrovertido,Alta,6,Regular,Sí,2,Privada,18.05,Sí,Sí
4181,2024-06-15,22,Unión Libre,Foráneo,65.7,83.19,2,3,15,Alto,13013,No,Sí,Moderado,Media,Buenas,Sí,Buena,Extrovertido,Baja,4,Regular,Sí,4,Pública,20.21,No,Sí
4182,2024-05-12,25,Soltero/a,Foráneo,81.21,76.38,5,4,8,Medio,16799,No,Sí,Fuerte,Alta,Buenas,Sí,Regular,Extrovertido,Baja,8,Regular,Sí,1,Privada,40.69,Sí,Sí
4183,2024-03-24,23,Casado/a,Foráneo,99.57,54.29,5,5,8,Medio,17908,Sí,Sí,Débil,Media,Buenas,No,Buena,Extrovertido,Media,8,Regular,No,2,Pública,4.39,No,Sí
4184,2024-01-08,20,Unión Libre,Local,90.66,68.31,10,0,6,Alto,5065,No,Sí,Fuerte,Alta,Buenas,No,Regular,Extrovertido,Media,9,Regular,Sí,1,Pública,47.45,No,Sí
4185,2024-03-17,25,Casado/a,Local,94.36,96.58,2,3,2,Bajo,10319,Sí,Sí,Débil,Alta,Regulares,No,Regular,Introvertido,Media,8,Mala,No,4,Privada,44.42,No,Sí
4186,2024-06-19,22,Casado/a,Local,97.72,97.91,8,0,19,Alto,5488,Sí,No,Débil,Baja,Conflictivas,No,Regular,Introvertido,Media,10,Regular,Sí,2,Privada,9.58,No,No
4187,2024-01-05,19,Casado/a,Foráneo,71.91,54.63,4,3,8,Alto,5451,No,Sí,Fuerte,Baja,Regulares,Sí,Mala,Extrovertido,Baja,4,Regular,Sí,5,Privada,38.28,Sí,Sí
4188,2024-02-20,22,Soltero/a,Foráneo,71.2,61.93,4,1,1,Bajo,11111,Sí,Sí,Débil,Media,Conflictivas,No,Buena,Extrovertido,Media,8,Buena,No,3,Privada,28.79,Sí,Sí
4189,2024-03-28,25,Unión Libre,Local,81.88,80.89,5,5,12,Alto,14065,Sí,Sí,Débil,Baja,Regulares,No,Mala,Introvertido,Alta,9,Buena,No,0,Privada,27.51,Sí,Sí
4190,2024-03-23,23,Casado/a,Local,67.76,62.64,8,1,16,Medio,6109,Sí,No,Fuerte,Baja,Regulares,Sí,Buena,Extrovertido,Baja,7,Mala,Sí,1,Privada,20.34,No,Sí
4191,2024-01-07,21,Casado/a,Foráneo,82.81,98.2,9,4,8,Bajo,10211,No,Sí,Moderado,Baja,Regulares,Sí,Regular,Extrovertido,Baja,6,Mala,No,1,Pública,7.89,Sí,Sí
4192,2024-03-22,24,Soltero/a,Local,67.31,56.7,3,2,8,Bajo,17943,Sí,No,Débil,Baja,Buenas,Sí,Mala,Extrovertido,Alta,8,Mala,Sí,2,Pública,41.53,Sí,No
4193,2024-02-29,25,Soltero/a,Local,94.11,84.39,6,0,18,Alto,9011,Sí,Sí,Débil,Alta,Buenas,No,Regular,Extrovertido,Baja,4,Regular,Sí,0,Privada,30.22,Sí,Sí
4194,2024-02-21,25,Unión Libre,Local,85.82,90.83,7,4,17,Bajo,11465,No,No,Fuerte,Baja,Buenas,Sí,Buena,Extrovertido,Alta,10,Buena,Sí,0,Privada,22.68,Sí,Sí
4195,2024-05-20,25,Soltero/a,Local,98.36,75.32,6,3,12,Alto,18282,Sí,No,Moderado,Media,Regulares,No,Regular,Extrovertido,Alta,8,Regular,Sí,3,Privada,36.16,No,No
4196,2024-03-29,20,Casado/a,Foráneo,68.91,89.29,4,0,13,Bajo,13459,Sí,Sí,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Baja,10,Buena,Sí,4,Privada,11.17,Sí,Sí
4197,2024-01-08,23,Casado/a,Foráneo,70.51,88.28,3,1,15,Medio,13299,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Extrovertido,Media,10,Mala,Sí,4,Pública,41.15,No,Sí
4198,2024-01-30,20,Soltero/a,Local,71.56,66.02,6,1,14,Alto,9677,Sí,No,Fuerte,Baja,Regulares,Sí,Buena,Introvertido,Baja,4,Regular,No,2,Privada,8.53,Sí,No
4199,2024-06-07,19,Soltero/a,Foráneo,85.22,71.48,1,3,8,Medio,8350,No,Sí,Moderado,Alta,Buenas,Sí,Buena,Introvertido,Alta,4,Regular,No,2,Privada,43.7,Sí,Sí
4200,2024-06-02,19,Casado/a,Local,60.34,56.91,7,5,4,Alto,6364,No,No,Débil,Baja,Buenas,No,Buena,Introvertido,Media,7,Mala,Sí,3,Privada,22.4,Sí,No
4201,2024-01-21,19,Unión Libre,Local,96.71,72.34,7,4,10,Bajo,10733,No,No,Fuerte,Baja,Regulares,Sí,Mala,Extrovertido,Media,5,Mala,No,3,Pública,9.39,No,Sí
4202,2024-02-20,25,Soltero/a,Foráneo,75.33,60.82,8,1,18,Alto,7171,Sí,Sí,Moderado,Media,Regulares,No,Buena,Extrovertido,Alta,4,Mala,Sí,0,Privada,18.52,Sí,Sí
4203,2024-05-12,19,Casado/a,Local,62.32,92.6,1,3,15,Bajo,14871,Sí,Sí,Moderado,Alta,Regulares,Sí,Regular,Extrovertido,Alta,9,Mala,No,5,Pública,1.53,No,Sí
4204,2024-02-09,23,Soltero/a,Local,74.43,87.62,8,1,5,Medio,5228,No,Sí,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Alta,7,Mala,Sí,2,Pública,19.88,Sí,No
4205,2024-04-25,21,Casado/a,Local,58.81,75.51,6,4,2,Bajo,16658,Sí,No,Débil,Alta,Conflictivas,Sí,Mala,Extrovertido,Media,4,Mala,No,0,Privada,33.88,No,Sí
4206,2024-01-22,20,Unión Libre,Local,65.31,66.36,1,2,7,Alto,18719,No,Sí,Moderado,Baja,Regulares,No,Buena,Extrovertido,Media,6,Mala,Sí,3,Pública,11.05,No,Sí
4207,2024-05-18,19,Casado/a,Local,85.06,69.43,9,4,4,Alto,18296,No,Sí,Fuerte,Media,Regulares,Sí,Buena,Extrovertido,Alta,4,Regular,Sí,3,Pública,12.04,No,Sí
4208,2024-01-09,19,Unión Libre,Foráneo,60.29,65.68,8,1,20,Alto,8836,No,Sí,Moderado,Alta,Regulares,Sí,Buena,Extrovertido,Baja,4,Buena,Sí,0,Privada,35.88,No,No
4209,2024-04-15,21,Unión Libre,Local,84.62,95.47,1,2,19,Alto,5040,No,Sí,Débil,Media,Regulares,Sí,Mala,Introvertido,Media,6,Mala,No,3,Pública,19.58,No,Sí
4210,2024-05-08,23,Unión Libre,Local,57.09,68.01,8,4,2,Medio,14847,No,Sí,Fuerte,Baja,Buenas,Sí,Buena,Introvertido,Media,5,Regular,Sí,5,Privada,37.95,No,No
4211,2024-06-07,25,Unión Libre,Foráneo,85.22,66.61,4,1,6,Medio,5988,No,Sí,Débil,Alta,Buenas,Sí,Mala,Introvertido,Media,6,Regular,Sí,3,Privada,33.53,No,No
4212,2024-03-03,23,Soltero/a,Local,51.59,50.13,7,3,3,Medio,12408,Sí,Sí,Moderado,Baja,Regulares,No,Mala,Introvertido,Media,9,Mala,No,3,Pública,19.5,No,No
4213,2024-01-29,22,Unión Libre,Foráneo,92.8,70.8,7,3,13,Alto,16852,No,Sí,Moderado,Alta,Regulares,Sí,Buena,Extrovertido,Baja,7,Regular,No,1,Privada,13.91,Sí,No
4214,2024-01-24,18,Casado/a,Foráneo,90.6,64.85,8,3,20,Bajo,5923,Sí,No,Fuerte,Media,Buenas,Sí,Buena,Extrovertido,Baja,4,Regular,No,0,Pública,35.17,Sí,Sí
4215,2024-05-12,22,Casado/a,Foráneo,97.37,57.96,7,4,17,Medio,7165,No,No,Fuerte,Media,Buenas,Sí,Buena,Extrovertido,Media,5,Regular,No,0,Pública,34.52,No,Sí
4216,2024-06-18,21,Casado/a,Foráneo,88.6,56.76,10,3,15,Medio,14139,No,No,Moderado,Baja,Buenas,No,Mala,Extrovertido,Alta,6,Buena,No,0,Privada,4.09,Sí,No
4217,2024-03-28,24,Casado/a,Foráneo,87.19,52.19,4,3,18,Bajo,5075,No,No,Moderado,Media,Conflictivas,Sí,Regular,Introvertido,Media,9,Regular,Sí,2,Pública,37.01,Sí,No
4218,2024-05-11,25,Soltero/a,Local,84.01,86.6,9,1,11,Bajo,17983,Sí,No,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Alta,9,Mala,Sí,3,Pública,28.88,Sí,Sí
4219,2024-06-27,20,Unión Libre,Local,50.35,50.12,3,1,13,Medio,15582,No,Sí,Moderado,Media,Buenas,No,Mala,Introvertido,Baja,4,Buena,No,3,Privada,2.94,Sí,Sí
4220,2024-01-15,18,Soltero/a,Foráneo,93.82,50.96,6,3,10,Medio,19214,No,No,Moderado,Baja,Regulares,Sí,Buena,Extrovertido,Media,6,Buena,Sí,4,Pública,6.55,No,Sí
4221,2024-05-24,21,Unión Libre,Foráneo,90.2,50.02,2,5,1,Bajo,8534,No,No,Fuerte,Alta,Conflictivas,No,Regular,Extrovertido,Baja,4,Regular,Sí,0,Pública,19.37,Sí,Sí
4222,2024-01-05,19,Unión Libre,Local,86.0,81.94,7,0,6,Medio,15895,Sí,No,Débil,Alta,Conflictivas,No,Regular,Introvertido,Baja,5,Buena,No,4,Pública,22.05,No,No
